000940|上海|宝山区|
262310|山东|日照|
262311|山东|五莲县|
262312|山东|五莲县|
262313|山东|日照|
262314|山东|日照|
262315|山东|日照|
262316|山东|日照|
262317|山东|日照|
262318|山东|日照|
262319|山东|日照|
262320|山东|五莲县|
262321|山东|日照|
262400|山东|潍坊|
262402|山东|潍坊|
262403|山东|潍坊|
262404|山东|潍坊|
262405|山东|潍坊|
262406|山东|潍坊|
262407|山东|潍坊|
262408|山东|潍坊|
262409|山东|潍坊|
262410|山东|昌乐县|
262411|山东|潍坊|
262412|山东|昌乐县|
262413|山东|昌乐县|
262414|山东|潍坊|
262415|山东|潍坊|
262416|山东|昌乐县|
262417|山东|潍坊|
262418|山东|潍坊|
262500|山东|潍坊|
262501|山东|潍坊|
262502|山东|潍坊|
262503|山东|潍坊|
262504|山东|潍坊|
262505|山东|青州|
262506|山东|潍坊|
262507|山东|潍坊|
262508|山东|潍坊|
262509|山东|潍坊|
262511|山东|潍坊|
262512|山东|潍坊|
262513|山东|潍坊|
262514|山东|潍坊|
262515|山东|潍坊|
262516|山东|潍坊|
262517|山东|潍坊|
262518|山东|潍坊|
262519|山东|潍坊|
262521|山东|潍坊|
262600|山东|潍坊|
262601|山东|潍坊|
262603|山东|潍坊|
262604|山东|潍坊|
262605|山东|潍坊|
262606|山东|潍坊|
262607|山东|潍坊|
262608|山东|潍坊|
262609|山东|潍坊|
262610|山东|潍坊|
262611|山东|潍坊|
262612|山东|潍坊|
262613|山东|潍坊|
262614|山东|潍坊|
262615|山东|临朐县|
262616|山东|潍坊|
262617|山东|潍坊|
262618|山东|潍坊|
262619|山东|潍坊|
262700|山东|潍坊|
262704|山东|潍坊|
262705|山东|潍坊|
262706|山东|潍坊|
262708|山东|潍坊|
262709|山东|潍坊|
262711|山东|潍坊|
262712|山东|潍坊|
262713|山东|潍坊|
262714|山东|潍坊|
262715|山东|潍坊|
262716|山东|潍坊|
262717|山东|潍坊|
262718|山东|潍坊|
262719|山东|潍坊|
262722|山东|潍坊|
262724|山东|潍坊|
262725|山东|潍坊|
262726|山东|潍坊|
262727|山东|潍坊|
262729|山东|潍坊|
262732|山东|潍坊|
262734|山东|潍坊|
262735|山东|潍坊|
262737|山东|潍坊|
264000|山东|烟台|
264001|山东|烟台|
264002|山东|烟台|
264003|山东|烟台|
264004|山东|烟台|
264005|山东|烟台|
264100|山东|烟台|
264101|山东|牟平区|
264102|山东|牟平区|
264103|山东|牟平区|
264104|山东|烟台|
264105|山东|烟台|
264106|山东|烟台|
264107|山东|烟台|
264108|山东|烟台|
264109|山东|烟台|
264110|山东|烟台|
264111|山东|烟台|
264112|山东|烟台|
264114|山东|烟台|
264117|山东|烟台|
264118|山东|烟台|
264119|山东|烟台|
264200|山东|威海|
264201|山东|威海|
264202|山东|威海|
264203|山东|威海|
264204|山东|威海|
264205|山东|威海|
264206|山东|威海|
264207|山东|威海|
264208|山东|威海|
264300|山东|威海|
264301|山东|威海|
264302|山东|威海|
264303|山东|威海|
264304|山东|威海|
264305|山东|威海|
264306|山东|威海|
264307|山东|威海|
264308|山东|威海|
264309|山东|威海|
264311|山东|威海|
264312|山东|威海|
264313|山东|威海|
264314|山东|威海|
264315|山东|威海|
264316|山东|威海|
264317|山东|威海|
264318|山东|威海|
264319|山东|威海|
264321|山东|威海|
264322|山东|威海|
264323|山东|威海|
264324|山东|荣成|
264325|山东|威海|
264326|山东|威海|
264327|山东|威海|
264328|山东|威海|
264329|山东|威海|
264400|山东|威海|
264401|山东|威海|
264402|山东|威海|
264403|山东|威海|
264404|山东|威海|
264405|山东|威海|
264406|山东|威海|
264407|山东|威海|
264408|山东|威海|
264409|山东|威海|
264411|山东|威海|
264412|山东|威海|
264413|山东|威海|
264414|山东|威海|
264415|山东|文登|
264416|山东|威海|
264417|山东|威海|
264418|山东|文登|
264419|山东|威海|
264421|山东|威海|
264422|山东|威海|
264423|山东|威海|
264424|山东|威海|
264500|山东|威海|
264501|山东|威海|
264502|山东|威海|
264503|山东|威海|
264504|山东|威海|
264505|山东|威海|
264506|山东|威海|
264507|山东|威海|
264508|山东|威海|
264509|山东|乳山|
264511|山东|威海|
264512|山东|威海|
264513|山东|威海|
264514|山东|威海|
264515|山东|威海|
264516|山东|威海|
264517|山东|威海|
265031|山东|青岛|其它
265100|山东|烟台|
265110|山东|烟台|
265112|山东|烟台|
265114|山东|烟台|
265116|山东|烟台|
265118|山东|烟台|
265120|山东|烟台|
265122|山东|烟台|
265124|山东|烟台|
265126|山东|烟台|
265128|山东|烟台|
265129|山东|烟台|
265131|山东|烟台|
265132|山东|烟台|
265134|山东|烟台|
265136|山东|烟台|
265138|山东|烟台|
265139|山东|烟台|
265141|山东|烟台|
265145|山东|海阳|
265147|山东|烟台|
265148|山东|海阳|
265150|山东|烟台|
265200|山东|烟台|
265202|山东|烟台|
265205|山东|烟台|
265206|山东|烟台|
265207|山东|烟台|
265208|山东|烟台|
265209|山东|烟台|
265210|山东|烟台|
265211|山东|烟台|
265212|山东|烟台|
265213|山东|烟台|
265214|山东|烟台|
265215|山东|烟台|
265216|山东|烟台|
265217|山东|烟台|
265218|山东|烟台|
265219|山东|烟台|
265220|山东|烟台|
265221|山东|烟台|
265222|山东|烟台|
265223|山东|烟台|
265224|山东|烟台|
265225|山东|烟台|
265226|山东|烟台|
265227|山东|烟台|
265300|山东|烟台|
265301|山东|烟台|
265302|山东|烟台|
265303|山东|烟台|
265304|山东|烟台|
265305|山东|烟台|
265306|山东|烟台|
265307|山东|烟台|
265308|山东|烟台|
265309|山东|烟台|
265311|山东|烟台|
265312|山东|烟台|
265313|山东|烟台|
265314|山东|烟台|
265315|山东|烟台|
265316|山东|烟台|
265317|山东|烟台|
265318|山东|烟台|
265319|山东|烟台|
265321|山东|烟台|
265322|山东|烟台|
265323|山东|烟台|
265324|山东|烟台|
265400|山东|烟台|
265401|山东|烟台|
265402|山东|烟台|
265403|山东|烟台|
265404|山东|烟台|
265405|山东|烟台|
265406|山东|烟台|
265407|山东|烟台|
265408|山东|烟台|
265409|山东|烟台|
265411|山东|烟台|
265412|山东|烟台|
265413|山东|烟台|
265414|山东|烟台|
265415|山东|烟台|
265416|山东|烟台|
265500|山东|烟台|
265501|山东|烟台|
265502|山东|烟台|
265503|山东|烟台|
265504|山东|烟台|
265505|山东|烟台|
265506|山东|烟台|
265507|山东|烟台|
265508|山东|烟台|
265509|山东|烟台|
265600|山东|烟台|
265601|山东|烟台|
265602|山东|烟台|
265603|山东|烟台|
265604|山东|烟台|
265605|山东|烟台|
265606|山东|烟台|
265607|山东|烟台|
265608|山东|烟台|
265609|山东|烟台|
265611|山东|烟台|
265612|山东|烟台|
265613|山东|烟台|
265614|山东|烟台|
265615|山东|烟台|
265616|山东|烟台|
265617|山东|烟台|
265618|山东|烟台|
265619|山东|烟台|
265621|山东|烟台|
265700|山东|烟台|
265701|山东|烟台|
265702|山东|烟台|
265703|山东|烟台|
265704|山东|烟台|
265705|山东|烟台|
265707|山东|烟台|
265709|山东|烟台|
265711|山东|烟台|
265712|山东|烟台|
265713|山东|烟台|
265715|山东|烟台|
265716|山东|烟台|
265717|山东|烟台|
265718|山东|烟台|
265719|山东|烟台|
265721|山东|烟台|
265722|山东|烟台|
265723|山东|烟台|
265724|山东|烟台|
265800|山东|烟台|
265811|山东|烟台|
265812|山东|烟台|
265813|山东|烟台|
265814|山东|烟台|
265815|山东|烟台|
265816|山东|烟台|
265817|山东|烟台|
265818|山东|烟台|
265819|山东|烟台|
266000|山东|青岛|其它
266004|山东|青岛|其它
266237|山东|青岛|其它
266431|山东|青岛|其它
266751|山东|平度|
266752|山东|青岛|其它
271000|山东|泰安|
271021|山东|泰安|
271022|山东|泰安|
271023|山东|泰安|
271024|山东|泰安|
271025|山东|泰安|
271026|山东|泰安|
271027|山东|泰安|
271028|山东|泰安|
271029|山东|泰安|
271031|山东|泰安|
271032|山东|泰安|
271033|山东|泰安|
271034|山东|泰安|
271035|山东|泰安|
271036|山东|泰安|
271037|山东|泰安|
271038|山东|泰安|
271039|山东|泰安|
271041|山东|泰安|
271042|山东|泰安|
271100|山东|莱芜|
271102|山东|莱芜|
271103|山东|莱芜|
271104|山东|莱芜|
271105|山东|莱芜|
271106|山东|莱芜|
271107|山东|莱芜|
271108|山东|莱芜|
271109|山东|莱芜|
271111|山东|莱芜|
271112|山东|莱芜|
271113|山东|莱芜|
271114|山东|莱芜|
271115|山东|莱芜|
271116|山东|莱芜|
271117|山东|莱芜|
271118|山东|莱芜|
271119|山东|莱芜|
271121|山东|莱芜|
271122|山东|莱芜|
271123|山东|莱芜|
271124|山东|莱芜|
271125|山东|莱芜|
271200|山东|泰安|
271201|山东|新泰|
271202|山东|泰安|
271203|山东|泰安|
271204|山东|泰安|
271205|山东|新泰|
271207|山东|泰安|
271208|山东|泰安|
271209|山东|泰安|
271211|山东|泰安|
271212|山东|泰安|
271213|山东|泰安|
271214|山东|泰安|
271215|山东|泰安|
271216|山东|泰安|
271217|山东|泰安|
271218|山东|泰安|
271221|山东|泰安|
271222|山东|泰安|
271223|山东|泰安|
271224|山东|泰安|
271225|山东|泰安|
271226|山东|泰安|
271227|山东|泰安|
271228|山东|泰安|
271229|山东|泰安|
271231|山东|泰安|
271232|山东|泰安|
271400|山东|泰安|
271401|山东|泰安|
271402|山东|泰安|
271403|山东|泰安|
271404|山东|泰安|
271405|山东|泰安|
271406|山东|泰安|
271408|山东|泰安|
271409|山东|泰安|
271410|山东|泰安|
271411|山东|泰安|
271412|山东|泰安|
271413|山东|泰安|
271414|山东|宁阳县|
271415|山东|泰安|
271416|山东|泰安|
271417|山东|泰安|
271418|山东|泰安|
271419|山东|宁阳县|
271500|山东|泰安|
271501|山东|东平县|
271502|山东|泰安|
271503|山东|泰安|
271504|山东|泰安|
271505|山东|泰安|
271506|山东|泰安|
271507|山东|泰安|
271508|山东|泰安|
271509|山东|泰安|
271510|山东|泰安|
271511|山东|泰安|
271512|山东|泰安|
271513|山东|泰安|
271514|山东|泰安|
271515|山东|泰安|
271516|山东|泰安|
271600|山东|泰安|
271601|山东|泰安|
271602|山东|泰安|
271603|山东|泰安|
271604|山东|泰安|
271605|山东|泰安|
271606|山东|泰安|
271607|山东|泰安|
271608|山东|泰安|
271609|山东|泰安|
271611|山东|泰安|
271612|山东|泰安|
271613|山东|泰安|
271614|山东|泰安|
271615|山东|泰安|
271616|山东|肥城|
271617|山东|泰安|
272000|山东|济宁|
272001|山东|济宁|
272003|山东|济宁|
272004|山东|济宁|
272005|山东|济宁|
272006|山东|济宁|
272007|山东|济宁|
272008|山东|济宁|
272009|山东|济宁|
272011|山东|济宁|
272012|山东|济宁|
272013|山东|济宁|
272014|山东|济宁|
272015|山东|济宁|
272016|山东|济宁|
272017|山东|济宁|
272019|山东|济宁|
272021|山东|济宁|
272023|山东|济宁|
272025|山东|济宁|
272027|山东|济宁|
272029|山东|济宁|
272031|山东|济宁|
272033|山东|济宁|
272035|山东|济宁|
272037|山东|济宁|
272041|山东|济宁|
272043|山东|济宁|
272045|山东|济宁|
272047|山东|济宁|
272049|山东|济宁|
272053|山东|济宁|
272055|山东|济宁|
272057|山东|济宁|
272059|山东|济宁|
272061|山东|济宁|
272063|山东|济宁|
272065|山东|济宁|
272067|山东|济宁|
272069|山东|济宁|
272071|山东|济宁|
272073|山东|济宁|
272075|山东|济宁|
272100|山东|济宁|
272193|山东|济宁|
272195|山东|济宁|
272197|山东|济宁|
272199|山东|济宁|
272200|山东|济宁|
272201|山东|济宁|
272202|山东|济宁|
272203|山东|济宁|
272204|山东|济宁|
272205|山东|济宁|
272206|山东|济宁|
272207|山东|济宁|
272208|山东|济宁|
272209|山东|济宁|
272211|山东|济宁|
272212|山东|济宁|
272213|山东|济宁|
272300|山东|济宁|
272341|山东|济宁|
272342|山东|济宁|
272343|山东|济宁|
272344|山东|济宁|
272345|山东|济宁|
272346|山东|济宁|
272347|山东|济宁|
272348|山东|济宁|
272349|山东|济宁|
272350|山东|济宁|
272351|山东|济宁|
272352|山东|济宁|
272353|山东|济宁|
272354|山东|鱼台县|
272400|山东|济宁|
272401|山东|济宁|
272402|山东|济宁|
272403|山东|济宁|
272404|山东|济宁|
272405|山东|济宁|
272406|山东|济宁|
272407|山东|济宁|
272408|山东|济宁|
272409|山东|济宁|
272410|山东|嘉祥县|
272411|山东|济宁|
272412|山东|济宁|
272413|山东|济宁|
272414|山东|济宁|
272415|山东|济宁|
272500|山东|济宁|
272501|山东|汶上县|
272502|山东|济宁|
272503|山东|济宁|
272504|山东|济宁|
272505|山东|济宁|
272506|山东|济宁|
272507|山东|济宁|
272508|山东|济宁|
272509|山东|济宁|
272511|山东|济宁|
272512|山东|济宁|
272513|山东|济宁|
272514|山东|济宁|
272515|山东|济宁|
272516|山东|济宁|
272517|山东|汶上县|
272518|山东|汶上县|
272519|山东|汶上县|
272600|山东|济宁|
272605|山东|济宁|
272606|山东|济宁|
272607|山东|济宁|
272608|山东|济宁|
272609|山东|济宁|
272610|山东|济宁|
272611|山东|梁山县|
272612|山东|济宁|
272613|山东|济宁|
272614|山东|济宁|
272615|山东|梁山县|
272616|山东|济宁|
272617|山东|济宁|
272618|山东|济宁|
272619|山东|济宁|
272620|山东|济宁|
272621|山东|梁山县|
272623|山东|济宁|
272624|山东|济宁|
272625|山东|济宁|
272626|山东|济宁|
272627|山东|梁山县|
272628|山东|梁山县|
273100|山东|济宁|
273105|山东|济宁|
273110|山东|济宁|
273115|山东|济宁|
273120|山东|济宁|
273125|山东|济宁|
273130|山东|济宁|
273135|山东|济宁|
273140|山东|济宁|
273145|山东|济宁|
273150|山东|济宁|
273155|山东|济宁|
273160|山东|济宁|
273200|山东|济宁|
273201|山东|济宁|
273202|山东|济宁|
273203|山东|济宁|
273204|山东|济宁|
273205|山东|济宁|
273206|山东|济宁|
273207|山东|济宁|
273208|山东|济宁|
273209|山东|济宁|
273211|山东|济宁|
273212|山东|济宁|
273213|山东|济宁|
273214|山东|济宁|
273215|山东|济宁|
273300|山东|临沂|
273301|山东|临沂|
273302|山东|临沂|
273303|山东|临沂|
273304|山东|临沂|
273305|山东|临沂|
273306|山东|临沂|
273307|山东|临沂|
273308|山东|临沂|
273309|山东|临沂|
273311|山东|临沂|
273312|山东|临沂|
273313|山东|临沂|
273314|山东|临沂|
273315|山东|临沂|
273316|山东|临沂|
273400|山东|临沂|
273401|山东|临沂|
273402|山东|临沂|
273403|山东|临沂|
273404|山东|临沂|
273405|山东|临沂|
273406|山东|临沂|
273407|山东|临沂|
273408|山东|临沂|
273409|山东|临沂|
273411|山东|临沂|
273412|山东|临沂|
273413|山东|临沂|
273414|山东|临沂|
273415|山东|临沂|
273416|山东|临沂|
273417|山东|临沂|
273418|山东|临沂|
273419|山东|临沂|
273421|山东|临沂|
273500|山东|济宁|
273501|山东|济宁|
273502|山东|济宁|
273503|山东|济宁|
273504|山东|济宁|
273505|山东|济宁|
273506|山东|济宁|
273507|山东|济宁|
273508|山东|济宁|
273509|山东|济宁|
273511|山东|济宁|
273512|山东|济宁|
273514|山东|济宁|
273516|山东|济宁|
273517|山东|济宁|
273518|山东|济宁|
273519|山东|济宁|
273521|山东|济宁|
273522|山东|济宁|
273613|山东|邹城|
274000|山东|菏泽|
274001|山东|菏泽|
274002|山东|菏泽|
274003|山东|菏泽|
274004|山东|荷泽|
274005|山东|菏泽|
274006|山东|菏泽|
274007|山东|菏泽|
274008|山东|菏泽|
274009|山东|荷泽|
274010|山东|菏泽|
274011|山东|荷泽|
274012|山东|菏泽|
274013|山东|荷泽|
274014|山东|荷泽|
274015|山东|菏泽|
274016|山东|荷泽|
274021|山东|荷泽|
274022|山东|荷泽|
274024|山东|荷泽|
274031|山东|菏泽|
274032|山东|菏泽|
274033|山东|菏泽|
274034|山东|菏泽|
274035|山东|菏泽|
274036|山东|菏泽|
274037|山东|菏泽|
274038|山东|菏泽|
274039|山东|菏泽|
274041|山东|菏泽|
274042|山东|荷泽|
274043|山东|菏泽|
274044|山东|菏泽|
274045|山东|菏泽|
274046|山东|菏泽|
274047|山东|菏泽|
274048|山东|荷泽|
274100|山东|菏泽|
274101|山东|菏泽|
274102|山东|菏泽|
274103|山东|菏泽|
274104|山东|菏泽|
274105|山东|菏泽|
274106|山东|菏泽|
274107|山东|菏泽|
274108|山东|菏泽|
274109|山东|菏泽|
274111|山东|菏泽|
274112|山东|菏泽|
274113|山东|菏泽|
274114|山东|菏泽|
274115|山东|定陶县|
274116|山东|定陶县|
274117|山东|菏泽|
274119|山东|定陶县|
274121|山东|定陶县|
274200|山东|菏泽|
274201|山东|菏泽|
274202|山东|菏泽|
274203|山东|菏泽|
274204|山东|菏泽|
274205|山东|菏泽|
274206|山东|菏泽|
274207|山东|菏泽|
274208|山东|菏泽|
274209|山东|菏泽|
274210|山东|成武县|
274300|山东|菏泽|
274317|山东|菏泽|
274318|山东|菏泽|
